AIM_OF_USE,RESOURCE_TYPE,OS_HOSTNAME,OS_IP_ADDRESS,VM_GUESTNAME,LOGICALY_HOSTED_ON,CHASSIS_NAME,CONSOLE_IP,CONSOLE_ACCESS_PROTOCOL,OS_TYPE,OS_TOTAL_CORE,OS_MEM_GB,OS_RELEASE,DR_HOSTNAME,INSTALL_DATE,OS_CLUSTER,CLUSTER_SW_INFO,CLUSTER_SW_VERSION,CLUSTER_SERVICE_IP,VF_SERVICE_DOMAIN,VF_SERVICE_NAME,VF_SERVICE_CLASS,VF_SERVICE_OWNER,OS_ADMIN,BIA_IN_SCOPE,ROW_ID,INSERT_DATE,MANAGED_BY_IT,MAXIMO_OWNER_GROUP,LIFECYCLE,COMMENTS
PRODUCTION,PHYSICAL,CCS1CBPDP01,10.144.5.25,NA,NA,CCS1ATAE_02,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1CBPDP02,10.144.5.26,NA,NA,CCS1ATAE_02,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1DCCAP01,10.144.5.27,NA,NA,CCS1ATAE_01,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1DCCAP02,10.144.5.28,NA,NA,CCS1ATAE_01,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1BMPAP01,10.144.5.29,NA,NA,CCS1ATAE_02,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,no,NA,NA,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1BMPAP02,10.144.5.30,NA,NA,CCS1ATAE_02,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,no,NA,NA,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1BMPDP01,10.144.5.31,NA,NA,CCS1ATAE_02,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1BMPDP02,10.144.5.32,NA,NA,CCS1ATAE_02,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1LBIAP01,10.144.5.33,NA,NA,CCS1ATAE_03,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,no,NA,NA,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1RAAP01,10.144.5.34,NA,NA,CCS1ATAE_03,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,no,NA,NA,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1RERAP01,10.144.5.35,NA,NA,CCS1ATAE_03,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,no,NA,NA,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1RERAP02,10.144.5.36,NA,NA,CCS1ATAE_03,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,no,NA,NA,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1CDRDP01,10.144.5.37,NA,NA,CCS1ATAE_03,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1CDRDP02,10.144.5.38,NA,NA,CCS1ATAE_03,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1CDRDP03,10.144.5.39,NA,NA,CCS1ATAE_03,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1CDRDP04,10.144.5.40,NA,NA,CCS1ATAE_03,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1SBLAP01,10.144.5.41,NA,NA,CCS1ATAE_02,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1SBLAP02,10.144.5.42,NA,NA,CCS1ATAE_02,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1SBLAP03,10.144.5.43,NA,NA,CCS1ATAE_03,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1SBLAP04,10.144.5.44,NA,NA,CCS1ATAE_03,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1MEDAP01,10.144.5.45,NA,NA,CCS1ATAE_02,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1MEDAP02,10.144.5.46,NA,NA,CCS1ATAE_02,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1MEDDP01,10.144.5.47,NA,NA,CCS1ATAE_02,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1MEDDP02,10.144.5.48,NA,NA,CCS1ATAE_02,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1I2KAP01,10.144.5.49,NA,NA,CCS1ATAE_03,10.144.5.50,https,LINUX,na,na,na,,,no,NA,NA,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1USMAP01,10.144.5.50,NA,NA,CCS1ATAE_01,10.144.5.95,ssh,Management,na,na,na,,,no,NA,NA,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1DCCAP03,10.144.5.54,NA,NA,CCS1ATAE_04,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1DCCAP04,10.144.5.145 ,NA,NA,CCS1ATAE_04,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1SEEAP02,10.144.5.57,NA,NA,CCS1ATAE_05,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,no,NA,NA,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1SEEAP03,10.144.5.58,NA,NA,CCS1ATAE_05,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,no,NA,NA,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1SEEAP04,10.144.5.59,NA,NA,CCS1ATAE_05,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,no,NA,NA,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1SEEAP05,10.144.5.60,NA,NA,CCS1ATAE_05,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,no,NA,NA,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1SEEAP06,10.144.5.61,NA,NA,CCS1ATAE_05,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,no,NA,NA,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1CBPAP05,10.144.5.62,NA,NA,CCS1ATAE_05,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1CBPAP06,10.144.5.63,NA,NA,CCS1ATAE_05,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1CBPAP07,10.144.5.64,NA,NA,CCS1ATAE_05,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1CBPAP08,10.144.5.65,NA,NA,CCS1ATAE_05,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1CBPAP09,10.144.5.66,NA,NA,CCS1ATAE_05,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1CBPAP10,10.144.5.67,NA,NA,CCS1ATAE_05,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1BMPAP03,10.144.5.68,NA,NA,CCS1ATAE_05,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,no,NA,NA,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1LBIAP02,10.144.5.69,NA,NA,CCS1ATAE_06,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,no,NA,NA,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1RAAP02,10.144.5.70,NA,NA,CCS1ATAE_06,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,no,NA,NA,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1RERAP03,10.144.5.71,NA,NA,CCS1ATAE_06,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,no,NA,NA,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1CDRDP05,10.144.5.72,NA,NA,CCS1ATAE_07,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1CDRDP06,10.144.5.73,NA,NA,CCS1ATAE_07,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1VCPAP03,10.144.5.76,NA,NA,CCS1ATAE_07,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1VCPAP04,10.144.5.77,NA,NA,CCS1ATAE_07,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1VMPAP01,10.144.5.78,NA,NA,CCS1ATAE_06,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1VMPAP02,10.144.5.79,NA,NA,CCS1ATAE_06,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1CBPAP11,10.144.5.131,NA,NA,CCS1ATAE_07,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1CBPAP12,10.144.5.132,NA,NA,CCS1ATAE_07,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1LBIAP03,10.144.5.92,NA,NA,CCS1ATAE_07,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,no,NA,NA,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1SEEAP07,10.144.5.155,NA,NA,CCS1ATAE_07,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,no,NA,NA,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1SEEAP08,10.144.5.130,NA,NA,CCS1ATAE_07,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,no,NA,NA,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
DR,PHYSICAL,DRCCS1CBPAP01,10.144.5.51,NA,NA,CCS1ATAE_04,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,no,NA,NA,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
DR,PHYSICAL,DRCCS1CBPAP02,10.144.5.52,NA,NA,CCS1ATAE_04,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,no,NA,NA,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
DR,PHYSICAL,DRCCS1CBPDP01,10.144.5.53,NA,NA,CCS1ATAE_04,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,no,NA,NA,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1MEDAP03,10.144.5.55,NA,NA,CCS1ATAE_04,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,no,NA,NA,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1MEDAP04,10.144.5.56,NA,NA,CCS1ATAE_04,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,no,NA,NA,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
DR,PHYSICAL,DRCCS1CBPAP03,10.144.5.80,NA,NA,CCS1ATAE_06,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,no,NA,NA,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
DR,PHYSICAL,DRCCS1CBPAP04,10.144.5.81,NA,NA,CCS1ATAE_06,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,no,NA,NA,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
DR,PHYSICAL,DRCCS1CBPAP05,10.144.5.82,NA,NA,CCS1ATAE_06,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,no,NA,NA,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
DR,PHYSICAL,DRCCS1CBPAP06,10.144.5.91,NA,NA,CCS1ATAE_07,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,no,NA,NA,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1CBPAP13,10.144.14.16,NA,NA,CCS1ATAE_08,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1CBPAP14,10.144.14.17,NA,NA,CCS1ATAE_08,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1CBPAP15,10.144.14.18,NA,NA,CCS1ATAE_08,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1CBPAP16,10.144.14.19,NA,NA,CCS1ATAE_08,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1CBPAP17,10.144.14.20,NA,NA,CCS1ATAE_08,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1CBPAP18,10.144.14.21,NA,NA,CCS1ATAE_08,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1CBPAP19,10.144.14.22,NA,NA,CCS1ATAE_08,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1CBPAP20,10.144.14.23,NA,NA,CCS1ATAE_08,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1CBPAP21,10.144.14.24,NA,NA,CCS1ATAE_08,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1CBPAP22,10.144.14.25,NA,NA,CCS1ATAE_08,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1CBPAP23,10.144.14.26,NA,NA,CCS1ATAE_08,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1CBPAP24,10.144.14.27,NA,NA,CCS1ATAE_08,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1CBPAP25,10.144.14.28,NA,NA,CCS1ATAE_09,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1CBPAP26,10.144.14.29,NA,NA,CCS1ATAE_09,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1CBPAP27,10.144.14.30,NA,NA,CCS1ATAE_09,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1CBPAP28,10.144.14.31,NA,NA,CCS1ATAE_09,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1CBPAP29,10.144.14.32,NA,NA,CCS1ATAE_09,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1CBPAP30,10.144.14.33,NA,NA,CCS1ATAE_09,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1CBPAP31,10.144.14.34,NA,NA,CCS1ATAE_09,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1CBPAP32,10.144.14.35,NA,NA,CCS1ATAE_09,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1CBPAP33,10.144.14.36,NA,NA,CCS1ATAE_09,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1CBPAP34,10.144.14.37,NA,NA,CCS1ATAE_09,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1CBPAP35,10.144.14.38,NA,NA,CCS1ATAE_09,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1CBPAP36,10.144.14.39,NA,NA,CCS1ATAE_09,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1SDPAP03,10.144.14.58,NA,NA,CCS1ATAE_11,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1SDPAP04,10.144.14.59,NA,NA,CCS1ATAE_11,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1CBPDP03,10.144.14.60,NA,NA,CCS1ATAE_11,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1CBPDP04,10.144.14.61,NA,NA,CCS1ATAE_11,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
PRODUCTION,PHYSICAL,CCS1CBPDP05,10.144.14.62,NA,NA,CCS1ATAE_11,10.144.2.61-10.144.5.50,https,LINUX,na,na,na,,,yes,VERITAS Cluster,5.1,Check KeePass,IN,CCS,MC,Dogan Kahraman,Eren Orhan,,,,yes,IT-INMNG,,
